Unnamed: 0,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary,age_cat,capital-gain_cat,capital-loss_cat,hours-per-week_cat,workclass_cat,education_cat,marital-status_cat,occupation_cat,relationship_cat,race_cat,sex_cat,native-country_cat,salary_label
14834,42,private,248094,HS-grad,9,married,Transport-moving,Husband,White,Male,0,1740,43,north_america,<=50K,4,0,2,3,1,11,0,13,0,4,1,2,0
14835,44,private,119281,Prof-school,15,married,Prof-specialty,Husband,White,Male,0,0,50,north_america,>50K,4,0,0,3,1,14,0,9,0,4,1,2,1
14836,73,self-employed,300404,Some-college,10,married,Sales,Husband,White,Male,0,0,6,north_america,>50K,8,0,0,1,2,15,0,11,0,4,1,2,1
14837,21,private,82847,Some-college,10,never-married,Tech-support,Not-in-family,White,Female,0,0,50,north_america,<=50K,1,0,0,3,1,15,1,12,1,4,0,2,0
14838,32,self-employed,161153,HS-grad,9,married,Farming-fishing,Husband,White,Male,0,1902,55,north_america,>50K,3,0,2,3,2,11,0,4,0,4,1,2,1
14839,43,federal-gov,287008,Masters,14,married,Protective-serv,Husband,White,Male,0,0,35,north_america,>50K,4,0,0,2,0,12,0,10,0,4,1,2,1
14840,21,private,654141,HS-grad,9,never-married,Craft-repair,Not-in-family,Black,Male,0,0,32,north_america,<=50K,1,0,0,2,1,11,1,2,1,2,1,2,0
14841,30,private,252646,Some-college,10,not-married,Transport-moving,Not-in-family,White,Male,0,0,20,north_america,<=50K,2,0,0,1,1,15,2,13,1,4,1,2,0
14842,54,private,171924,Bachelors,13,married,Tech-support,Husband,White,Male,0,0,48,north_america,<=50K,6,0,0,3,1,9,0,12,0,4,1,2,0
14843,19,private,219742,Some-college,10,never-married,Other-service,Own-child,White,Female,0,0,15,north_america,<=50K,1,0,0,1,1,15,1,7,3,4,0,2,0
14844,55,sl-gov,153788,Some-college,10,married,Adm-clerical,Wife,White,Female,0,0,37,north_america,<=50K,6,0,0,2,3,15,0,0,5,4,0,2,0
14845,20,private,60639,Some-college,10,never-married,Sales,Own-child,White,Female,0,0,28,north_america,<=50K,1,0,0,2,1,15,1,11,3,4,0,2,0
14846,53,private,96062,Bachelors,13,married,Exec-managerial,Husband,White,Male,0,0,40,europe,<=50K,5,0,0,2,1,9,0,3,0,4,1,1,0
14847,51,private,165614,Masters,14,never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,north_america,>50K,5,0,0,3,1,12,1,9,1,4,1,2,1
14848,33,private,159888,HS-grad,9,married,Transport-moving,Husband,White,Male,0,0,40,north_america,<=50K,3,0,0,2,1,11,0,13,0,4,1,2,0
14849,62,private,110586,Some-college,10,not-married,Priv-house-serv,Unmarried,White,Female,0,0,40,north_america,<=50K,7,0,0,2,1,15,2,8,4,4,0,2,0
14850,24,self-employed,143062,HS-grad,9,never-married,Other-service,Own-child,White,Male,0,0,30,north_america,<=50K,1,0,0,2,2,11,1,7,3,4,1,2,0
14851,17,self-employed,413557,9th,5,never-married,Sales,Own-child,White,Female,0,0,40,north_america,<=50K,0,0,0,2,2,6,1,11,3,4,0,2,0
14852,26,private,137658,Some-college,10,never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,north_america,<=50K,2,0,0,3,1,15,1,0,1,4,0,2,0
14853,36,private,398931,HS-grad,9,not-married,Craft-repair,Not-in-family,White,Male,0,0,40,north_america,<=50K,3,0,0,2,1,11,2,2,1,4,1,2,0
14854,32,private,311764,10th,6,married,Exec-managerial,Wife,White,Female,0,0,35,north_america,<=50K,3,0,0,2,1,0,0,3,5,4,0,2,0
14855,58,private,98725,Doctorate,16,married,Prof-specialty,Husband,White,Male,0,0,50,north_america,>50K,6,0,0,3,1,10,0,9,0,4,1,2,1
14856,38,private,140854,Bachelors,13,married,Tech-support,Husband,White,Male,0,0,40,north_america,>50K,3,0,0,2,1,9,0,12,0,4,1,2,1
14858,26,federal-gov,352768,HS-grad,9,not-married,Adm-clerical,Own-child,White,Female,0,0,40,north_america,<=50K,2,0,0,2,0,11,2,0,3,4,0,2,0
14861,60,private,142494,Some-college,10,married,Exec-managerial,Husband,White,Male,15024,0,40,north_america,>50K,6,1,0,2,1,15,0,3,0,4,1,2,1
14862,27,private,210313,HS-grad,9,married,Sales,Husband,White,Male,0,0,50,north_america,<=50K,2,0,0,3,1,11,0,11,0,4,1,2,0
14863,38,private,194538,Assoc-voc,11,married,Machine-op-inspct,Husband,White,Male,0,0,48,north_america,>50K,3,0,0,3,1,8,0,6,0,4,1,2,1
14864,37,self-employed,26698,Some-college,10,married,Sales,Husband,White,Male,0,1485,44,north_america,>50K,3,0,2,3,2,15,0,11,0,4,1,2,1
14865,28,private,211032,Some-college,10,never-married,Adm-clerical,Own-child,White,Male,0,0,40,north_america,<=50K,2,0,0,2,1,15,1,0,3,4,1,2,0
14866,38,self-employed,107909,Bachelors,13,married,Sales,Husband,White,Male,0,0,40,north_america,>50K,3,0,0,2,2,9,0,11,0,4,1,2,1
14867,29,private,136077,HS-grad,9,married,Sales,Husband,White,Male,0,0,60,north_america,>50K,2,0,0,4,1,11,0,11,0,4,1,2,1
14868,19,private,184737,HS-grad,9,never-married,Other-service,Own-child,White,Female,0,1721,40,north_america,<=50K,1,0,2,2,1,11,1,7,3,4,0,2,0
14869,28,private,214689,Bachelors,13,never-married,Handlers-cleaners,Other-relative,White,Male,0,0,25,north_america,<=50K,2,0,0,2,1,9,1,5,2,4,1,2,0
14871,40,self-employed,93793,HS-grad,9,married,Craft-repair,Husband,White,Male,0,0,50,north_america,>50K,4,0,0,3,2,11,0,2,0,4,1,2,1
14872,26,private,247025,Assoc-voc,11,not-married,Craft-repair,Own-child,White,Male,0,0,40,north_america,<=50K,2,0,0,2,1,8,2,2,3,4,1,2,0
14873,43,private,284403,Assoc-acdm,12,married,Sales,Husband,Black,Male,0,0,60,north_america,<=50K,4,0,0,4,1,7,0,11,0,2,1,2,0
14874,29,private,221977,Some-college,10,married,Adm-clerical,Wife,White,Female,0,0,40,north_america,>50K,2,0,0,2,1,15,0,0,5,4,0,2,1
14875,25,federal-gov,339956,Some-college,10,married,Protective-serv,Husband,Black,Male,0,0,40,north_america,<=50K,2,0,0,2,0,15,0,10,0,2,1,2,0
14876,29,private,161097,HS-grad,9,married,Machine-op-inspct,Husband,Black,Male,0,0,40,north_america,>50K,2,0,0,2,1,11,0,6,0,2,1,2,1
14877,60,private,223696,1st-4th,2,not-married,Craft-repair,Not-in-family,Other,Male,0,0,38,north_america,<=50K,6,0,0,2,1,3,2,2,1,3,1,2,0
14878,31,private,234500,Bachelors,13,married,Adm-clerical,Wife,White,Female,0,0,40,north_america,<=50K,2,0,0,2,1,9,0,0,5,4,0,2,0
14879,51,sl-gov,97005,7th-8th,4,married,Transport-moving,Husband,White,Male,0,0,40,north_america,<=50K,5,0,0,2,3,5,0,13,0,4,1,2,0
14880,18,private,242615,Some-college,10,never-married,Adm-clerical,Own-child,White,Female,0,0,15,north_america,<=50K,1,0,0,1,1,15,1,0,3,4,0,2,0
14881,36,private,174938,Bachelors,13,not-married,Tech-support,Unmarried,White,Male,0,0,20,north_america,<=50K,3,0,0,1,1,9,2,12,4,4,1,2,0
14882,35,private,160120,Bachelors,13,married,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,asia,>50K,3,0,0,2,1,9,0,0,0,1,1,0,1
14883,48,private,193775,Bachelors,13,not-married,Adm-clerical,Own-child,White,Male,0,0,38,north_america,>50K,5,0,0,2,1,9,2,0,3,4,1,2,1
14884,78,self-employed,59583,7th-8th,4,married,Farming-fishing,Husband,White,Male,0,0,25,north_america,<=50K,9,0,0,2,2,5,0,4,0,4,1,2,0
14885,72,private,157913,Bachelors,13,married,Protective-serv,Husband,White,Male,0,0,17,north_america,<=50K,8,0,0,1,1,9,0,10,0,4,1,2,0
14886,24,private,308205,Some-college,10,never-married,Exec-managerial,Own-child,White,Male,0,0,40,north_america,<=50K,1,0,0,2,1,15,1,3,3,4,1,2,0
14888,36,private,201769,11th,7,never-married,Protective-serv,Not-in-family,Black,Male,13550,0,40,north_america,>50K,3,1,0,2,1,1,1,10,1,2,1,2,1
14889,48,private,330470,Some-college,10,married,Handlers-cleaners,Husband,White,Male,0,0,30,north_america,<=50K,5,0,0,2,1,15,0,5,0,4,1,2,0
14890,28,private,184078,HS-grad,9,not-married,Adm-clerical,Not-in-family,White,Female,0,0,40,north_america,<=50K,2,0,0,2,1,11,2,0,1,4,0,2,0
14891,26,private,123384,Masters,14,never-married,Other-service,Own-child,White,Female,0,0,40,north_america,<=50K,2,0,0,2,1,12,1,7,3,4,0,2,0
14892,29,private,330132,Bachelors,13,never-married,Sales,Not-in-family,White,Female,0,0,60,north_america,<=50K,2,0,0,4,1,9,1,11,1,4,0,2,0
14893,47,private,274720,5th-6th,3,married,Other-service,Husband,Black,Male,0,0,40,north_america,<=50K,5,0,0,2,1,4,0,7,0,2,1,2,0
14894,50,private,129673,Bachelors,13,not-married,Exec-managerial,Not-in-family,White,Female,0,0,50,north_america,>50K,5,0,0,3,1,9,2,3,1,4,0,2,1
14895,35,federal-gov,205584,5th-6th,3,never-married,Craft-repair,Not-in-family,White,Male,0,0,40,north_america,<=50K,3,0,0,2,0,4,1,2,1,4,1,2,0
14896,17,private,327127,11th,7,never-married,Transport-moving,Own-child,White,Male,0,0,20,north_america,<=50K,0,0,0,1,1,1,1,13,3,4,1,2,0
14897,41,private,225892,Some-college,10,married,Craft-repair,Husband,White,Male,0,0,48,north_america,>50K,4,0,0,3,1,15,0,2,0,4,1,2,1
14898,37,private,224886,HS-grad,9,married,Transport-moving,Husband,White,Male,0,0,42,north_america,<=50K,3,0,0,3,1,11,0,13,0,4,1,2,0
14899,35,sl-gov,27763,HS-grad,9,married,Other-service,Husband,Amer-Indian-Eskimo,Male,0,0,40,north_america,<=50K,3,0,0,2,3,11,0,7,0,0,1,2,0
14900,56,private,73684,7th-8th,4,married,Craft-repair,Husband,White,Male,0,0,40,europe,<=50K,6,0,0,2,1,5,0,2,0,4,1,1,0
14901,23,private,107452,Some-college,10,married,Transport-moving,Husband,White,Male,0,0,40,north_america,<=50K,1,0,0,2,1,15,0,13,0,4,1,2,0
14902,33,private,23871,Assoc-acdm,12,not-married,Prof-specialty,Unmarried,White,Female,0,0,32,north_america,<=50K,3,0,0,2,1,7,2,9,4,4,0,2,0
14903,79,self-employed,309272,HS-grad,9,married,Exec-managerial,Husband,White,Male,0,0,40,north_america,>50K,9,0,0,2,2,11,0,3,0,4,1,2,1
14904,28,private,469864,Bachelors,13,never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,north_america,<=50K,2,0,0,2,1,9,1,9,1,2,1,2,0
14905,55,private,286230,11th,7,not-married,Sales,Own-child,White,Female,0,0,20,north_america,<=50K,6,0,0,1,1,1,2,11,3,4,0,2,0
14906,59,sl-gov,186308,Masters,14,married,Prof-specialty,Husband,White,Male,0,0,50,north_america,<=50K,6,0,0,3,3,12,0,9,0,4,1,2,0
14907,22,private,113062,Bachelors,13,never-married,Prof-specialty,Own-child,White,Female,0,0,40,north_america,<=50K,1,0,0,2,1,9,1,9,3,4,0,2,0
14908,19,private,86150,11th,7,never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,19,asia,<=50K,1,0,0,1,1,1,1,11,3,1,0,0,0
14909,41,private,262038,5th-6th,3,married,Farming-fishing,Not-in-family,White,Male,0,0,35,north_america,<=50K,4,0,0,2,1,4,0,4,1,4,1,2,0
14910,32,private,279231,Assoc-voc,11,married,Adm-clerical,Husband,White,Male,0,0,40,europe,<=50K,3,0,0,2,1,8,0,0,0,4,1,1,0
14912,45,private,183786,HS-grad,9,not-married,Other-service,Unmarried,White,Female,0,0,35,north_america,<=50K,4,0,0,2,1,11,2,7,4,4,0,2,0
14913,61,private,339358,5th-6th,3,married,Farming-fishing,Other-relative,White,Female,0,0,45,north_america,<=50K,7,0,0,3,1,4,0,4,2,4,0,2,0
14914,34,private,287737,Bachelors,13,never-married,Sales,Not-in-family,White,Female,0,0,40,north_america,<=50K,3,0,0,2,1,9,1,11,1,4,0,2,0
14915,43,self-employed,99203,Assoc-voc,11,married,Craft-repair,Husband,White,Male,0,0,40,north_america,<=50K,4,0,0,2,2,8,0,2,0,4,1,2,0
14916,38,private,297449,Bachelors,13,married,Adm-clerical,Husband,White,Male,7298,0,50,north_america,>50K,3,1,0,3,1,9,0,0,0,4,1,2,1
14917,35,private,113481,Doctorate,16,married,Prof-specialty,Husband,White,Male,0,0,60,north_america,<=50K,3,0,0,4,1,10,0,9,0,4,1,2,0
14918,65,private,204042,HS-grad,9,not-married,Protective-serv,Not-in-family,White,Male,0,0,20,north_america,<=50K,7,0,0,1,1,11,2,10,1,4,1,2,0
14919,24,private,43387,Bachelors,13,married,Exec-managerial,Husband,White,Male,0,0,55,europe,>50K,1,0,0,3,1,9,0,3,0,4,1,1,1
14920,37,private,99233,HS-grad,9,married,Adm-clerical,Husband,White,Male,0,0,40,north_america,<=50K,3,0,0,2,1,11,0,0,0,4,1,2,0
14921,34,self-employed,313729,Some-college,10,married,Farming-fishing,Husband,White,Male,0,0,50,north_america,<=50K,3,0,0,3,2,15,0,4,0,4,1,2,0
14922,42,private,99679,HS-grad,9,married,Transport-moving,Husband,White,Male,0,0,60,north_america,>50K,4,0,0,4,1,11,0,13,0,4,1,2,1
14923,18,private,169745,7th-8th,4,never-married,Other-service,Own-child,White,Female,0,0,40,north_america,<=50K,1,0,0,2,1,5,1,7,3,4,0,2,0
14924,43,federal-gov,19914,Some-college,10,not-married,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,0,0,15,north_america,<=50K,4,0,0,1,0,15,2,3,4,0,0,2,0
14925,31,private,113543,Some-college,10,married,Other-service,Husband,White,Male,0,0,40,north_america,>50K,2,0,0,2,1,15,0,7,0,4,1,2,1
14926,19,private,224241,Some-college,10,never-married,Sales,Own-child,White,Female,0,0,20,north_america,<=50K,1,0,0,1,1,15,1,11,3,4,0,2,0
14927,40,self-employed,137367,Some-college,10,married,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,asia,<=50K,4,0,0,3,2,15,0,3,0,1,1,0,0
14928,32,private,263908,Bachelors,13,married,Prof-specialty,Husband,White,Male,0,0,40,north_america,<=50K,3,0,0,2,1,9,0,9,0,4,1,2,0
14929,47,private,280798,Some-college,10,married,Exec-managerial,Husband,White,Male,0,0,40,north_america,>50K,5,0,0,2,1,15,0,3,0,4,1,2,1
14930,32,sl-gov,203849,Some-college,10,married,Transport-moving,Husband,White,Male,0,0,40,north_america,<=50K,3,0,0,2,3,15,0,13,0,4,1,2,0
14931,46,self-employed,62546,Doctorate,16,not-married,Prof-specialty,Not-in-family,White,Male,0,0,35,north_america,<=50K,4,0,0,2,2,10,2,9,1,4,1,2,0
14932,40,private,197344,Bachelors,13,married,Exec-managerial,Husband,White,Male,0,0,65,north_america,>50K,4,0,0,4,1,9,0,3,0,4,1,2,1
14933,36,private,93225,Bachelors,13,never-married,Craft-repair,Not-in-family,White,Male,0,0,35,north_america,<=50K,3,0,0,2,1,9,1,2,1,4,1,2,0
14934,33,private,187560,Assoc-voc,11,married,Sales,Husband,White,Male,0,0,36,north_america,<=50K,3,0,0,2,1,8,0,11,0,4,1,2,0
14935,23,sl-gov,61743,5th-6th,3,never-married,Transport-moving,Not-in-family,White,Male,0,0,35,north_america,<=50K,1,0,0,2,3,4,1,13,1,4,1,2,0
14936,21,private,186648,10th,6,not-married,Machine-op-inspct,Own-child,White,Male,0,0,40,north_america,<=50K,1,0,0,2,1,0,2,6,3,4,1,2,0
14937,40,private,173321,HS-grad,9,married,Other-service,Wife,Black,Female,0,0,32,north_america,<=50K,4,0,0,2,1,11,0,7,5,2,0,2,0
14938,53,sl-gov,246820,Doctorate,16,married,Prof-specialty,Husband,White,Male,0,0,50,north_america,>50K,5,0,0,3,3,10,0,9,0,4,1,2,1
14940,53,self-employed,291755,Some-college,10,married,Transport-moving,Husband,White,Male,0,0,72,north_america,<=50K,5,0,0,4,2,15,0,13,0,4,1,2,0
14941,58,private,104945,9th,5,married,Handlers-cleaners,Husband,Black,Male,0,0,60,north_america,<=50K,6,0,0,4,1,6,0,5,0,2,1,2,0
14942,51,private,85423,HS-grad,9,married,Sales,Husband,White,Male,0,0,55,north_america,>50K,5,0,0,3,1,11,0,11,0,4,1,2,1
14943,31,private,214235,HS-grad,9,married,Other-service,Husband,White,Male,0,0,65,north_america,<=50K,2,0,0,4,1,11,0,7,0,4,1,2,0
14944,35,self-employed,278632,HS-grad,9,married,Craft-repair,Husband,White,Male,0,0,40,north_america,<=50K,3,0,0,2,2,11,0,2,0,4,1,2,0
14946,31,sl-gov,143392,Some-college,10,not-married,Adm-clerical,Not-in-family,White,Female,0,0,35,north_america,<=50K,2,0,0,2,3,15,2,0,1,4,0,2,0
14947,21,private,277408,Some-college,10,never-married,Other-service,Unmarried,White,Female,0,0,35,north_america,<=50K,1,0,0,2,1,15,1,7,4,4,0,2,0
14948,39,self-employed,336793,Masters,14,married,Craft-repair,Husband,White,Male,0,0,55,north_america,>50K,4,0,0,3,2,12,0,2,0,4,1,2,1
14949,36,private,184112,Prof-school,15,married,Prof-specialty,Wife,White,Female,15024,0,45,north_america,>50K,3,1,0,3,1,14,0,9,5,4,0,2,1
14950,51,private,74660,10th,6,married,Craft-repair,Husband,White,Male,0,0,40,north_america,>50K,5,0,0,2,1,0,0,2,0,4,1,2,1
14951,18,private,395026,11th,7,never-married,Other-service,Own-child,White,Male,0,0,12,north_america,<=50K,1,0,0,1,1,1,1,7,3,4,1,2,0
14952,32,private,171215,Some-college,10,not-married,Adm-clerical,Not-in-family,White,Male,0,0,48,north_america,<=50K,3,0,0,3,1,15,2,0,1,4,1,2,0
14953,56,private,121362,Bachelors,13,not-married,Other-service,Not-in-family,White,Female,0,0,32,north_america,<=50K,6,0,0,2,1,9,2,7,1,4,0,2,0
14954,35,private,409200,Assoc-acdm,12,never-married,Protective-serv,Not-in-family,White,Male,0,0,40,north_america,<=50K,3,0,0,2,1,7,1,10,1,4,1,2,0
14955,63,private,268965,12th,8,not-married,Sales,Unmarried,White,Female,0,0,40,north_america,<=50K,7,0,0,2,1,2,2,11,4,4,0,2,0
14956,61,private,136262,HS-grad,9,married,Exec-managerial,Husband,White,Male,0,0,50,north_america,>50K,7,0,0,3,1,11,0,3,0,4,1,2,1
14957,23,private,141323,Some-college,10,never-married,Other-service,Own-child,White,Male,0,0,40,north_america,<=50K,1,0,0,2,1,15,1,7,3,4,1,2,0
14958,52,sl-gov,108083,Masters,14,married,Prof-specialty,Husband,White,Male,0,0,50,north_america,>50K,5,0,0,3,3,12,0,9,0,4,1,2,1
14959,19,private,82210,HS-grad,9,never-married,Sales,Not-in-family,White,Male,0,0,50,north_america,<=50K,1,0,0,3,1,11,1,11,1,4,1,2,0
14960,33,sl-gov,400943,Masters,14,married,Prof-specialty,Husband,White,Male,0,0,50,north_america,>50K,3,0,0,3,3,12,0,9,0,4,1,2,1
14961,35,private,308489,Bachelors,13,married,Sales,Husband,Black,Male,0,0,50,north_america,<=50K,3,0,0,3,1,9,0,11,0,2,1,2,0
14962,35,private,187053,HS-grad,9,not-married,Transport-moving,Not-in-family,White,Female,0,0,60,north_america,>50K,3,0,0,4,1,11,2,13,1,4,0,2,1
14963,38,private,75826,Prof-school,15,married,Prof-specialty,Wife,White,Female,0,0,40,north_america,<=50K,3,0,0,2,1,14,0,9,5,4,0,2,0
14964,23,private,413345,Bachelors,13,never-married,Adm-clerical,Not-in-family,White,Female,0,0,60,north_america,<=50K,1,0,0,4,1,9,1,0,1,4,0,2,0
14965,22,private,356567,Assoc-voc,11,not-married,Tech-support,Not-in-family,White,Male,0,0,60,north_america,<=50K,1,0,0,4,1,8,2,12,1,4,1,2,0
14966,20,private,223811,HS-grad,9,never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,north_america,<=50K,1,0,0,2,1,11,1,5,1,4,1,2,0
14967,19,private,159313,HS-grad,9,never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,north_america,<=50K,1,0,0,2,1,11,1,5,1,4,1,2,0
14968,47,private,250170,HS-grad,9,married,Machine-op-inspct,Husband,Black,Male,0,0,40,north_america,>50K,5,0,0,2,1,11,0,6,0,2,1,2,1
14969,59,private,135617,11th,7,married,Craft-repair,Husband,White,Male,0,0,40,north_america,<=50K,6,0,0,2,1,1,0,2,0,4,1,2,0
14970,38,private,187346,HS-grad,9,never-married,Sales,Own-child,White,Female,0,0,40,north_america,<=50K,3,0,0,2,1,11,1,11,3,4,0,2,0
14971,36,private,108103,HS-grad,9,married,Other-service,Husband,White,Male,0,0,50,north_america,<=50K,3,0,0,3,1,11,0,7,0,4,1,2,0
14972,27,private,255476,5th-6th,3,never-married,Other-service,Other-relative,White,Male,0,0,40,north_america,<=50K,2,0,0,2,1,4,1,7,2,4,1,2,0
14973,24,private,68577,Assoc-voc,11,married,Transport-moving,Husband,White,Male,0,0,40,north_america,<=50K,1,0,0,2,1,8,0,13,0,4,1,2,0
14974,35,private,155961,HS-grad,9,never-married,Other-service,Own-child,Black,Female,0,0,35,north_america,<=50K,3,0,0,2,1,11,1,7,3,2,0,2,0
14975,22,sl-gov,264102,Some-college,10,never-married,Other-service,Other-relative,Black,Male,0,0,39,north_america,<=50K,1,0,0,2,3,15,1,7,2,2,1,2,0
14976,37,private,167777,HS-grad,9,married,Transport-moving,Husband,White,Male,0,0,52,north_america,<=50K,3,0,0,3,1,11,0,13,0,4,1,2,0
14977,36,private,225399,HS-grad,9,married,Craft-repair,Husband,White,Male,7298,0,40,north_america,>50K,3,1,0,2,1,11,0,2,0,4,1,2,1
14978,28,private,199998,HS-grad,9,not-married,Other-service,Not-in-family,White,Female,0,0,25,north_america,<=50K,2,0,0,2,1,11,2,7,1,4,0,2,0
14979,55,private,199856,HS-grad,9,married,Sales,Wife,White,Female,0,0,50,north_america,<=50K,6,0,0,3,1,11,0,11,5,4,0,2,0
14981,32,private,193042,Bachelors,13,married,Sales,Husband,White,Male,0,0,44,north_america,<=50K,3,0,0,3,1,9,0,11,0,4,1,2,0
14983,47,sl-gov,162595,Some-college,10,married,Craft-repair,Other-relative,White,Male,0,0,45,north_america,<=50K,5,0,0,3,3,15,0,2,2,4,1,2,0
14984,23,private,208826,Bachelors,13,never-married,Other-service,Not-in-family,White,Female,0,0,40,north_america,<=50K,1,0,0,2,1,9,1,7,1,4,0,2,0
14985,50,sl-gov,120190,Masters,14,not-married,Prof-specialty,Not-in-family,White,Female,0,0,45,north_america,<=50K,5,0,0,3,3,12,2,9,1,4,0,2,0
14986,40,self-employed,27242,HS-grad,9,married,Farming-fishing,Husband,White,Male,0,0,84,north_america,<=50K,4,0,0,5,2,11,0,4,0,4,1,2,0
14987,51,private,348099,HS-grad,9,never-married,Machine-op-inspct,Not-in-family,White,Female,0,1590,40,north_america,<=50K,5,0,2,2,1,11,1,6,1,4,0,2,0
14988,34,private,185041,HS-grad,9,never-married,Prof-specialty,Not-in-family,White,Female,0,1669,45,north_america,<=50K,3,0,2,3,1,11,1,9,1,4,0,2,0
14989,28,private,309196,Bachelors,13,never-married,Protective-serv,Not-in-family,White,Female,0,0,40,north_america,<=50K,2,0,0,2,1,9,1,10,1,4,0,2,0
14990,52,sl-gov,254285,Doctorate,16,married,Prof-specialty,Husband,White,Male,0,1887,70,europe,>50K,5,0,2,4,3,10,0,9,0,4,1,1,1
14991,39,self-employed,336226,HS-grad,9,married,Exec-managerial,Husband,White,Male,3103,0,60,north_america,>50K,4,1,0,4,2,11,0,3,0,4,1,2,1
14992,43,private,240698,Bachelors,13,married,Adm-clerical,Husband,White,Male,0,0,40,north_america,>50K,4,0,0,2,1,9,0,0,0,4,1,2,1
14993,36,private,411797,Bachelors,13,never-married,Prof-specialty,Own-child,White,Female,0,0,35,north_america,>50K,3,0,0,2,1,9,1,9,3,4,0,2,1
14994,25,private,178843,Bachelors,13,never-married,Prof-specialty,Own-child,White,Female,0,0,15,north_america,<=50K,2,0,0,1,1,9,1,9,3,4,0,2,0
14995,42,private,136177,Some-college,10,not-married,Adm-clerical,Unmarried,White,Female,0,0,38,north_america,<=50K,4,0,0,2,1,15,2,0,4,4,0,2,0
14996,35,private,243409,Some-college,10,married,Transport-moving,Husband,White,Male,0,0,40,europe,<=50K,3,0,0,2,1,15,0,13,0,4,1,1,0
14997,43,private,258049,Masters,14,married,Exec-managerial,Husband,White,Male,7688,0,53,north_america,>50K,4,1,0,3,1,12,0,3,0,4,1,2,1
14998,34,private,164748,HS-grad,9,married,Craft-repair,Husband,White,Male,0,0,40,north_america,<=50K,3,0,0,2,1,11,0,2,0,4,1,2,0
14999,50,sl-gov,24185,Bachelors,13,married,Exec-managerial,Husband,White,Male,0,0,38,north_america,>50K,5,0,0,2,3,9,0,3,0,4,1,2,1
15000,30,private,167476,Some-college,10,married,Transport-moving,Husband,White,Male,0,0,60,north_america,<=50K,2,0,0,4,1,15,0,13,0,4,1,2,0
15001,44,private,106900,Masters,14,married,Prof-specialty,Husband,White,Male,0,0,44,north_america,>50K,4,0,0,3,1,12,0,9,0,4,1,2,1
15002,52,private,53497,Assoc-voc,11,married,Craft-repair,Husband,White,Male,0,0,40,north_america,<=50K,5,0,0,2,1,8,0,2,0,4,1,2,0
15003,35,private,335704,Assoc-acdm,12,married,Sales,Husband,White,Male,0,0,60,north_america,<=50K,3,0,0,4,1,7,0,11,0,4,1,2,0
15004,36,private,211022,Assoc-voc,11,not-married,Prof-specialty,Not-in-family,White,Male,0,0,40,north_america,>50K,3,0,0,2,1,8,2,9,1,4,1,2,1
15005,30,private,163003,Bachelors,13,never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,0,0,52,asia,<=50K,2,0,0,3,1,9,1,3,3,1,0,0,0
15006,36,self-employed,77146,Bachelors,13,married,Sales,Husband,White,Male,15024,0,45,north_america,>50K,3,1,0,3,2,9,0,11,0,4,1,2,1
15007,39,private,67433,Bachelors,13,never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,north_america,<=50K,4,0,0,2,1,9,1,3,1,4,0,2,0
15008,25,private,458549,1st-4th,2,married,Farming-fishing,Husband,White,Male,0,0,96,north_america,<=50K,2,0,0,5,1,3,0,4,0,4,1,2,0
15009,26,private,190469,Bachelors,13,never-married,Tech-support,Not-in-family,White,Male,0,0,40,north_america,<=50K,2,0,0,2,1,9,1,12,1,4,1,2,0
15010,20,private,195411,HS-grad,9,never-married,Sales,Own-child,Black,Female,0,0,20,north_america,<=50K,1,0,0,1,1,11,1,11,3,2,0,2,0
15011,20,private,216889,Some-college,10,never-married,Protective-serv,Own-child,White,Male,0,0,40,north_america,<=50K,1,0,0,2,1,15,1,10,3,4,1,2,0
15013,26,private,167350,HS-grad,9,never-married,Transport-moving,Own-child,White,Male,0,0,50,north_america,<=50K,2,0,0,3,1,11,1,13,3,4,1,2,0
15014,24,private,241857,Some-college,10,never-married,Adm-clerical,Not-in-family,Black,Female,0,0,35,north_america,<=50K,1,0,0,2,1,15,1,0,1,2,0,2,0
15015,48,private,125892,Bachelors,13,married,Tech-support,Husband,White,Male,0,0,40,north_america,>50K,5,0,0,2,1,9,0,12,0,4,1,2,1
15016,62,private,272209,HS-grad,9,not-married,Priv-house-serv,Unmarried,Black,Female,0,0,99,north_america,<=50K,7,0,0,5,1,11,2,8,4,2,0,2,0
15017,48,private,175221,HS-grad,9,married,Machine-op-inspct,Husband,White,Male,0,0,40,north_america,<=50K,5,0,0,2,1,11,0,6,0,4,1,2,0
15018,52,private,180195,Bachelors,13,married,Sales,Husband,White,Male,0,0,40,north_america,>50K,5,0,0,2,1,9,0,11,0,4,1,2,1
